Time,Open,High,Low,Close,Volume
2026-01-07 22:49:45,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94876
2026-01-07 22:49:46,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94880
2026-01-07 22:49:47,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94882
2026-01-07 22:49:50,91033.59000000,91231.90000000,91010.68000000,91150.08000000,94884
2026-01-07 22:49:51,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94887
2026-01-07 22:49:52,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94888
2026-01-07 22:49:53,91033.59000000,91231.90000000,91010.68000000,91150.08000000,94889
2026-01-07 22:49:54,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94891
2026-01-07 22:49:55,91033.59000000,91231.90000000,91010.68000000,91150.07000000,94937
2026-01-07 22:49:56,91033.59000000,91231.90000000,91010.68000000,91150.08000000,94939
2026-01-07 22:49:57,91033.59000000,91231.90000000,91010.68000000,91145.53000000,95015
2026-01-07 22:49:58,91033.59000000,91231.90000000,91010.68000000,91145.52000000,95023
2026-01-07 22:49:59,91033.59000000,91231.90000000,91010.68000000,91145.53000000,95037
2026-01-07 22:50:00,91077.79000000,91231.90000000,91014.27000000,91145.52000000,92609
2026-01-07 22:50:01,91077.79000000,91231.90000000,91014.27000000,91145.52000000,92612
2026-01-07 22:50:02,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92613
2026-01-07 22:50:04,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92617
2026-01-07 22:50:05,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92618
2026-01-07 22:50:06,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92619
2026-01-07 22:50:07,91077.79000000,91231.90000000,91014.27000000,91145.52000000,92620
2026-01-07 22:50:08,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92621
2026-01-07 22:50:09,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92624
2026-01-07 22:50:10,91077.79000000,91231.90000000,91014.27000000,91145.53000000,92625
