Time,Open,High,Low,Close,Volume
2026-01-07 22:47:49,91068.89000000,91231.90000000,91010.68000000,91124.07000000,97156
2026-01-07 22:47:50,91068.89000000,91231.90000000,91010.68000000,91124.07000000,97158
2026-01-07 22:47:51,91068.89000000,91231.90000000,91010.68000000,91124.07000000,97159
2026-01-07 22:47:55,91068.89000000,91231.90000000,91010.68000000,91124.07000000,97160
2026-01-07 22:47:58,91068.89000000,91231.90000000,91010.68000000,91124.07000000,97161
2026-01-07 22:47:59,91068.89000000,91231.90000000,91010.68000000,91124.08000000,97163
2026-01-07 22:48:00,91034.00000000,91231.90000000,91010.68000000,91124.07000000,94814
2026-01-07 22:48:01,91034.00000000,91231.90000000,91010.68000000,91124.07000000,94844
2026-01-07 22:48:02,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94858
2026-01-07 22:48:03,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94859
2026-01-07 22:48:04,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94863
2026-01-07 22:48:05,91034.00000000,91231.90000000,91010.68000000,91124.07000000,94864
2026-01-07 22:48:06,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94865
2026-01-07 22:48:07,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94867
2026-01-07 22:48:10,91034.00000000,91231.90000000,91010.68000000,91124.08000000,94868
