Open,High,Low,Close,Trades
93265.21000000,93533.78000000,92966.75000000,93290.36000000,176767
93265.21000000,93533.78000000,92966.75000000,93290.37000000,176769
93265.21000000,93533.78000000,92966.75000000,93290.36000000,176771
93265.21000000,93533.78000000,92966.75000000,93290.37000000,176774
93265.21000000,93533.78000000,92966.75000000,93290.36000000,176775
93265.21000000,93533.78000000,92966.75000000,93290.36000000,176779
93316.95000000,93533.78000000,92966.75000000,93290.37000000,174246
93316.95000000,93533.78000000,92966.75000000,93290.36000000,174247
