Time,Open,High,Low,Close,Volume
2026-01-07 23:32:00,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83247
2026-01-07 23:32:01,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83251
2026-01-07 23:32:02,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83252
2026-01-07 23:32:03,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83254
2026-01-07 23:32:04,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83265
2026-01-07 23:32:05,91231.89000000,91231.90000000,90873.08000000,91193.16000000,83277
2026-01-07 23:32:06,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83278
2026-01-07 23:32:07,91231.89000000,91231.90000000,90873.08000000,91193.17000000,83289
2026-01-07 23:32:09,91231.89000000,91231.90000000,90873.08000000,91193.16000000,83293
2026-01-07 23:32:12,91231.89000000,91231.90000000,90873.08000000,91195.81000000,83381
2026-01-07 23:32:13,91231.89000000,91231.90000000,90873.08000000,91195.80000000,83382
2026-01-07 23:32:14,91231.89000000,91231.90000000,90873.08000000,91195.81000000,83385
2026-01-07 23:32:15,91231.89000000,91231.90000000,90873.08000000,91204.91000000,83577
2026-01-07 23:32:16,91231.89000000,91231.90000000,90873.08000000,91204.91000000,83585
2026-01-07 23:32:17,91231.89000000,91231.90000000,90873.08000000,91204.91000000,83587
2026-01-07 23:32:18,91231.89000000,91231.90000000,90873.08000000,91204.90000000,83590
2026-01-07 23:32:20,91231.89000000,91231.90000000,90873.08000000,91204.90000000,83592
2026-01-07 23:32:21,91231.89000000,91231.90000000,90873.08000000,91204.90000000,83593
2026-01-07 23:32:22,91231.89000000,91231.90000000,90873.08000000,91204.90000000,83596
2026-01-07 23:32:23,91231.89000000,91231.90000000,90873.08000000,91204.90000000,83601
2026-01-07 23:32:24,91231.89000000,91231.90000000,90873.08000000,91204.91000000,83606
2026-01-07 23:32:25,91231.89000000,91231.90000000,90873.08000000,91205.88000000,83685
2026-01-07 23:32:26,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83879
2026-01-07 23:32:27,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83899
2026-01-07 23:32:28,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83902
2026-01-07 23:32:29,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83903
2026-01-07 23:32:31,91231.89000000,91231.90000000,90873.08000000,91209.46000000,83907
2026-01-07 23:32:32,91231.89000000,91231.90000000,90873.08000000,91209.46000000,83908
2026-01-07 23:32:34,91231.89000000,91231.90000000,90873.08000000,91209.46000000,83911
2026-01-07 23:32:36,91231.89000000,91231.90000000,90873.08000000,91209.46000000,83912
2026-01-07 23:32:38,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83914
2026-01-07 23:32:39,91231.89000000,91231.90000000,90873.08000000,91209.47000000,83915
2026-01-07 23:32:40,91231.89000000,91231.90000000,90873.08000000,91191.90000000,84284
2026-01-07 23:32:41,91231.89000000,91231.90000000,90873.08000000,91191.91000000,84293
2026-01-07 23:32:42,91231.89000000,91231.90000000,90873.08000000,91191.91000000,84295
2026-01-07 23:32:43,91231.89000000,91231.90000000,90873.08000000,91191.91000000,84297
2026-01-07 23:32:44,91231.89000000,91231.90000000,90873.08000000,91191.91000000,84300
2026-01-07 23:32:45,91231.89000000,91231.90000000,90873.08000000,91195.69000000,84376
2026-01-07 23:32:46,91231.89000000,91231.90000000,90873.08000000,91195.68000000,84378
2026-01-07 23:32:47,91231.89000000,91231.90000000,90873.08000000,91195.68000000,84379
2026-01-07 23:32:48,91231.89000000,91231.90000000,90873.08000000,91195.69000000,84380
2026-01-07 23:32:49,91231.89000000,91231.90000000,90873.08000000,91195.69000000,84387
2026-01-07 23:32:50,91231.89000000,91231.90000000,90873.08000000,91200.23000000,84459
2026-01-07 23:32:52,91231.89000000,91231.90000000,90873.08000000,91200.23000000,84462
2026-01-07 23:32:53,91231.89000000,91231.90000000,90873.08000000,91200.24000000,84464
2026-01-07 23:32:55,91231.89000000,91231.90000000,90873.08000000,91200.24000000,84471
2026-01-07 23:32:58,91231.89000000,91231.90000000,90873.08000000,91200.24000000,84473
2026-01-07 23:32:59,91231.89000000,91231.90000000,90873.08000000,91209.88000000,84576
2026-01-07 23:33:00,91220.51000000,91229.66000000,90873.08000000,91209.88000000,83821
2026-01-07 23:33:01,91220.51000000,91229.66000000,90873.08000000,91209.87000000,83823
2026-01-07 23:33:02,91220.51000000,91229.66000000,90873.08000000,91209.87000000,83825
2026-01-07 23:33:03,91220.51000000,91229.66000000,90873.08000000,91209.87000000,83828
2026-01-07 23:33:04,91220.51000000,91229.66000000,90873.08000000,91209.87000000,83830
2026-01-07 23:33:05,91220.51000000,91229.66000000,90873.08000000,91209.88000000,83832
2026-01-07 23:33:06,91220.51000000,91229.66000000,90873.08000000,91209.87000000,83834
2026-01-07 23:33:07,91220.51000000,91229.66000000,90873.08000000,91209.90000000,83894
2026-01-07 23:33:08,91220.51000000,91229.66000000,90873.08000000,91209.90000000,83900
2026-01-07 23:33:09,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84277
2026-01-07 23:33:10,91220.51000000,91231.90000000,90873.08000000,91231.89000000,84282
2026-01-07 23:33:11,91220.51000000,91231.90000000,90873.08000000,91231.89000000,84284
2026-01-07 23:33:12,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84287
2026-01-07 23:33:13,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84288
2026-01-07 23:33:14,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84291
2026-01-07 23:33:15,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84292
2026-01-07 23:33:16,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84296
2026-01-07 23:33:17,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84298
2026-01-07 23:33:18,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84303
2026-01-07 23:33:19,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84307
2026-01-07 23:33:22,91220.51000000,91231.90000000,90873.08000000,91231.90000000,84308
2026-01-07 23:33:23,91220.51000000,91231.90000000,90873.08000000,91231.89000000,84309
2026-01-07 23:33:24,91220.51000000,91231.91000000,90873.08000000,91231.91000000,84391
2026-01-07 23:33:25,91220.51000000,91231.91000000,90873.08000000,91231.91000000,84395
2026-01-07 23:33:26,91220.51000000,91231.91000000,90873.08000000,91231.91000000,84398
2026-01-07 23:33:27,91220.51000000,91231.91000000,90873.08000000,91231.91000000,84400
2026-01-07 23:33:28,91220.51000000,91238.31000000,90873.08000000,91238.31000000,84624
2026-01-07 23:33:29,91220.51000000,91238.31000000,90873.08000000,91238.31000000,84626
2026-01-07 23:33:31,91220.51000000,91238.31000000,90873.08000000,91238.30000000,84628
2026-01-07 23:33:34,91220.51000000,91238.31000000,90873.08000000,91238.30000000,84629
2026-01-07 23:33:35,91220.51000000,91238.31000000,90873.08000000,91238.31000000,84644
2026-01-07 23:33:36,91220.51000000,91238.31000000,90873.08000000,91238.30000000,84652
2026-01-07 23:33:37,91220.51000000,91238.31000000,90873.08000000,91238.30000000,84654
2026-01-07 23:33:38,91220.51000000,91238.31000000,90873.08000000,91238.31000000,84663
2026-01-07 23:33:39,91220.51000000,91238.31000000,90873.08000000,91238.31000000,84671
2026-01-07 23:33:40,91220.51000000,91244.99000000,90873.08000000,91244.98000000,84916
2026-01-07 23:33:41,91220.51000000,91244.99000000,90873.08000000,91244.99000000,84918
2026-01-07 23:33:42,91220.51000000,91244.99000000,90873.08000000,91244.98000000,84925
2026-01-07 23:33:43,91220.51000000,91244.99000000,90873.08000000,91244.99000000,84926
2026-01-07 23:33:44,91220.51000000,91244.99000000,90873.08000000,91244.98000000,84927
2026-01-07 23:33:46,91220.51000000,91244.99000000,90873.08000000,91244.99000000,84928
2026-01-07 23:33:47,91220.51000000,91244.99000000,90873.08000000,91244.98000000,84929
2026-01-07 23:33:49,91220.51000000,91244.99000000,90873.08000000,91244.99000000,84932
2026-01-07 23:33:50,91220.51000000,91244.99000000,90873.08000000,91244.98000000,84935
2026-01-07 23:33:51,91220.51000000,91244.99000000,90873.08000000,91244.99000000,84942
2026-01-07 23:33:52,91220.51000000,91383.14000000,90873.08000000,91374.41000000,86862
2026-01-07 23:33:53,91220.51000000,91383.14000000,90873.08000000,91351.37000000,87862
2026-01-07 23:33:54,91220.51000000,91383.14000000,90873.08000000,91332.18000000,88279
2026-01-07 23:33:55,91220.51000000,91383.14000000,90873.08000000,91329.05000000,88317
2026-01-07 23:33:56,91220.51000000,91383.14000000,90873.08000000,91326.01000000,88529
2026-01-07 23:33:57,91220.51000000,91383.14000000,90873.08000000,91318.52000000,88672
2026-01-07 23:33:58,91220.51000000,91383.14000000,90873.08000000,91302.30000000,89092
2026-01-07 23:33:59,91220.51000000,91383.14000000,90873.08000000,91297.74000000,89144
2026-01-07 23:34:00,91209.13000000,91383.14000000,90873.08000000,91297.73000000,87748
2026-01-07 23:34:01,91209.13000000,91383.14000000,90873.08000000,91283.40000000,88018
2026-01-07 23:34:02,91209.13000000,91383.14000000,90873.08000000,91278.00000000,88312
2026-01-07 23:34:03,91209.13000000,91383.14000000,90873.08000000,91263.04000000,88640
2026-01-07 23:34:04,91209.13000000,91383.14000000,90873.08000000,91255.74000000,88808
2026-01-07 23:34:05,91209.13000000,91383.14000000,90873.08000000,91250.00000000,88986
2026-01-07 23:34:06,91209.13000000,91383.14000000,90873.08000000,91250.00000000,88987
2026-01-07 23:34:08,91209.13000000,91383.14000000,90873.08000000,91250.00000000,88993
2026-01-07 23:34:09,91209.13000000,91383.14000000,90873.08000000,91250.01000000,88995
2026-01-07 23:34:10,91209.13000000,91383.14000000,90873.08000000,91250.00000000,88997
2026-01-07 23:34:11,91209.13000000,91383.14000000,90873.08000000,91250.01000000,88998
2026-01-07 23:34:12,91209.13000000,91383.14000000,90873.08000000,91250.01000000,88999
2026-01-07 23:34:13,91209.13000000,91383.14000000,90873.08000000,91232.00000000,89407
2026-01-07 23:34:14,91209.13000000,91383.14000000,90873.08000000,91223.58000000,89648
2026-01-07 23:34:15,91209.13000000,91383.14000000,90873.08000000,91223.59000000,89651
2026-01-07 23:34:16,91209.13000000,91383.14000000,90873.08000000,91214.86000000,89760
2026-01-07 23:34:17,91209.13000000,91383.14000000,90873.08000000,91256.04000000,90089
2026-01-07 23:34:18,91209.13000000,91383.14000000,90873.08000000,91256.05000000,90092
2026-01-07 23:34:19,91209.13000000,91383.14000000,90873.08000000,91256.05000000,90097
2026-01-07 23:34:21,91209.13000000,91383.14000000,90873.08000000,91256.05000000,90100
2026-01-07 23:34:22,91209.13000000,91383.14000000,90873.08000000,91256.05000000,90104
2026-01-07 23:34:23,91209.13000000,91383.14000000,90873.08000000,91256.04000000,90109
2026-01-07 23:34:24,91209.13000000,91383.14000000,90873.08000000,91256.05000000,90114
2026-01-07 23:34:25,91209.13000000,91383.14000000,90873.08000000,91256.04000000,90117
2026-01-07 23:34:26,91209.13000000,91383.14000000,90873.08000000,91277.99000000,90432
2026-01-07 23:34:27,91209.13000000,91383.14000000,90873.08000000,91278.00000000,90436
2026-01-07 23:34:28,91209.13000000,91383.14000000,90873.08000000,91278.00000000,90438
2026-01-07 23:34:29,91209.13000000,91383.14000000,90873.08000000,91277.99000000,90439
2026-01-07 23:34:30,91209.13000000,91383.14000000,90873.08000000,91278.00000000,90440
2026-01-07 23:34:31,91209.13000000,91383.14000000,90873.08000000,91277.99000000,90441
2026-01-07 23:34:32,91209.13000000,91383.14000000,90873.08000000,91275.66000000,90497
2026-01-07 23:34:33,91209.13000000,91383.14000000,90873.08000000,91275.66000000,90507
2026-01-07 23:34:34,91209.13000000,91383.14000000,90873.08000000,91265.33000000,90771
2026-01-07 23:34:35,91209.13000000,91383.14000000,90873.08000000,91256.11000000,90913
2026-01-07 23:34:36,91209.13000000,91383.14000000,90873.08000000,91256.04000000,91001
2026-01-07 23:34:37,91209.13000000,91383.14000000,90873.08000000,91244.98000000,91226
2026-01-07 23:34:38,91209.13000000,91383.14000000,90873.08000000,91244.98000000,91230
2026-01-07 23:34:40,91209.13000000,91383.14000000,90873.08000000,91244.98000000,91234
2026-01-07 23:34:42,91209.13000000,91383.14000000,90873.08000000,91234.31000000,91518
2026-01-07 23:34:43,91209.13000000,91383.14000000,90873.08000000,91234.31000000,91520
2026-01-07 23:34:44,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91521
2026-01-07 23:34:46,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91523
2026-01-07 23:34:47,91209.13000000,91383.14000000,90873.08000000,91234.31000000,91546
2026-01-07 23:34:48,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91547
2026-01-07 23:34:49,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91563
2026-01-07 23:34:50,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91569
2026-01-07 23:34:51,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91570
2026-01-07 23:34:58,91209.13000000,91383.14000000,90873.08000000,91234.32000000,91575
2026-01-07 23:34:59,91209.13000000,91383.14000000,90873.08000000,91222.16000000,91854
2026-01-07 23:35:00,91197.41000000,91383.14000000,90873.08000000,91222.15000000,90685
2026-01-07 23:35:01,91197.41000000,91383.14000000,90873.08000000,91205.85000000,91092
2026-01-07 23:35:02,91197.41000000,91383.14000000,90873.08000000,91205.86000000,91105
2026-01-07 23:35:03,91197.41000000,91383.14000000,90873.08000000,91205.85000000,91168
2026-01-07 23:35:04,91197.41000000,91383.14000000,90873.08000000,91196.53000000,91512
2026-01-07 23:35:05,91197.41000000,91383.14000000,90873.08000000,91189.63000000,91674
2026-01-07 23:35:06,91197.41000000,91383.14000000,90873.08000000,91189.63000000,91686
2026-01-07 23:35:07,91197.41000000,91383.14000000,90873.08000000,91189.64000000,91691
2026-01-07 23:35:08,91197.41000000,91383.14000000,90873.08000000,91189.63000000,91694
2026-01-07 23:35:11,91197.41000000,91383.14000000,90873.08000000,91189.63000000,91728
2026-01-07 23:35:12,91197.41000000,91383.14000000,90873.08000000,91177.73000000,91978
2026-01-07 23:35:13,91197.41000000,91383.14000000,90873.08000000,91177.72000000,91985
2026-01-07 23:35:14,91197.41000000,91383.14000000,90873.08000000,91177.72000000,91986
2026-01-07 23:35:15,91197.41000000,91383.14000000,90873.08000000,91177.72000000,91987
2026-01-07 23:35:16,91197.41000000,91383.14000000,90873.08000000,91172.92000000,92095
2026-01-07 23:35:17,91197.41000000,91383.14000000,90873.08000000,91172.92000000,92098
2026-01-07 23:35:18,91197.41000000,91383.14000000,90873.08000000,91172.93000000,92100
2026-01-07 23:35:19,91197.41000000,91383.14000000,90873.08000000,91160.69000000,92418
2026-01-07 23:35:20,91197.41000000,91383.14000000,90873.08000000,91160.69000000,92430
2026-01-07 23:35:21,91197.41000000,91383.14000000,90873.08000000,91160.69000000,92438
2026-01-07 23:35:22,91197.41000000,91383.14000000,90873.08000000,91156.17000000,92554
