Time,Open,High,Low,Close,Volume
2026-01-14 01:12:40,91370.09000000,96495.00000000,91042.66000000,95534.56000000,5074337
2026-01-14 01:12:41,91370.09000000,96495.00000000,91042.66000000,95534.56000000,5074338
2026-01-14 01:12:42,91370.09000000,96495.00000000,91042.66000000,95534.56000000,5074354
2026-01-14 01:12:43,91370.09000000,96495.00000000,91042.66000000,95552.47000000,5074694
2026-01-14 01:12:44,91370.09000000,96495.00000000,91042.66000000,95555.97000000,5074768
2026-01-14 01:12:45,91370.09000000,96495.00000000,91042.66000000,95577.00000000,5075004
2026-01-14 01:12:46,91370.10000000,96495.00000000,91042.66000000,95576.99000000,5075007
2026-01-14 01:12:47,91370.09000000,96495.00000000,91042.66000000,95577.00000000,5075008
2026-01-14 01:12:48,91370.09000000,96495.00000000,91042.66000000,95586.98000000,5075143
2026-01-14 01:12:49,91370.09000000,96495.00000000,91042.66000000,95586.98000000,5075147
2026-01-14 01:12:50,91370.09000000,96495.00000000,91042.66000000,95586.99000000,5075149
2026-01-14 01:12:51,91370.09000000,96495.00000000,91042.66000000,95586.99000000,5075155
2026-01-14 01:12:52,91370.09000000,96495.00000000,91042.66000000,95586.99000000,5075156
2026-01-14 01:12:53,91370.09000000,96495.00000000,91042.66000000,95586.99000000,5075159
2026-01-14 01:12:54,91370.09000000,96495.00000000,91042.66000000,95586.98000000,5075239
2026-01-14 01:12:55,91370.09000000,96495.00000000,91042.66000000,95587.00000000,5075271
2026-01-14 01:12:56,91370.10000000,96495.00000000,91042.66000000,95586.99000000,5075224
2026-01-14 01:12:57,91370.09000000,96495.00000000,91042.66000000,95586.99000000,5075102
2026-01-14 01:12:58,91370.09000000,96495.00000000,91042.66000000,95587.00000000,5075112
2026-01-14 01:12:59,91363.59000000,96495.00000000,91042.66000000,95558.01000000,5075320
2026-01-14 01:13:00,91363.60000000,96495.00000000,91042.66000000,95558.00000000,5075321
2026-01-14 01:13:01,91363.60000000,96495.00000000,91042.66000000,95558.01000000,5075321
2026-01-14 01:13:02,91352.68000000,96495.00000000,91042.66000000,95558.00000000,5074974
2026-01-14 01:13:03,91345.41000000,96495.00000000,91042.66000000,95558.00000000,5074827
2026-01-14 01:13:04,91345.42000000,96495.00000000,91042.66000000,95558.01000000,5074828
2026-01-14 01:13:05,91345.41000000,96495.00000000,91042.66000000,95558.00000000,5074828
2026-01-14 01:13:06,91345.41000000,96495.00000000,91042.66000000,95558.01000000,5074828
2026-01-14 01:13:07,91345.41000000,96495.00000000,91042.66000000,95558.00000000,5074850
